"","block.number","block.type","trial.number","practice",".thisRepN",".thisTrialN",".thisN",".thisIndex","thisRow.t","notes","RT","clicked.reward","consecutive.distance","distance.to.top.10.","total","mean","Participant.Nummer","Leeftijd","Gender","schrijfhand","X","participant_number"
"18037",2,"total",16,0,0,36,36,36,NA,NA,0.536335199998575,62,0.15556349186104,0.245967477524977,1061,62,95,19,"mannelijk","rechts",NA,"95"
"18038",2,"total",17,0,0,37,37,37,NA,NA,0.184677899989765,57,0.15556349186104,0.33,1118,62,95,19,"mannelijk","rechts",NA,"95"
"18039",2,"total",18,0,0,38,38,38,NA,NA,0.989394299991545,64,0.347850542618522,0.11,1182,62,95,19,"mannelijk","rechts",NA,"95"
"18040",2,"total",19,0,0,39,39,39,NA,NA,0.383932899989304,57,0.15556349186104,0.22,1239,61,95,19,"mannelijk","rechts",NA,"95"
"18041",3,"mean",0,0,0,40,40,40,NA,NA,2.01737249999132,73,0.22,0.22,73,73,95,19,"mannelijk","rechts",NA,"95"
"18042",3,"mean",1,0,0,41,41,41,NA,NA,0.668357000002288,74,0.11,0.11,147,73,95,19,"mannelijk","rechts",NA,"95"
"18043",3,"mean",2,0,0,42,42,42,NA,NA,0.362329900002806,69,0.11,0.11,216,72,95,19,"mannelijk","rechts",NA,"95"
"18044",3,"mean",3,0,0,43,43,43,NA,NA,0.679468300004373,77,0.11,0.15556349186104,293,73,95,19,"mannelijk","rechts",NA,"95"
"18045",3,"mean",4,0,0,44,44,44,NA,NA,0.445186600001762,81,0.11,0.11,374,74,95,19,"mannelijk","rechts",NA,"95"
"18046",3,"mean",5,0,0,45,45,45,NA,NA,0.458004000000074,80,0.11,0.11,454,75,95,19,"mannelijk","rechts",NA,"95"
"18047",3,"mean",6,0,0,46,46,46,NA,NA,0.869076999995741,83,0.11,0.15556349186104,537,76,95,19,"mannelijk","rechts",NA,"95"
"18048",3,"mean",7,0,0,47,47,47,NA,NA,0.197852900004364,85,0.11,0.11,622,77,95,19,"mannelijk","rechts",NA,"95"
"18049",3,"mean",8,0,0,48,48,48,NA,NA,0.0115652000094997,82,0.11,0.11,704,78,95,19,"mannelijk","rechts",NA,"95"
"18050",3,"mean",9,0,0,49,49,49,NA,NA,0.199796400003834,74,0.11,0.22,778,77,95,19,"mannelijk","rechts",NA,"95"
"18051",3,"mean",10,0,0,50,50,50,NA,NA,0.563441600010265,68,0.11,0.245967477524977,846,76,95,19,"mannelijk","rechts",NA,"95"
"18052",3,"mean",11,0,0,51,51,51,NA,NA,0.249134999990929,61,0.11,0.311126983722081,907,75,95,19,"mannelijk","rechts",NA,"95"
"18053",3,"mean",12,0,0,52,52,52,NA,NA,0.556859000003897,76,0.491934955049954,0.11,983,75,95,19,"mannelijk","rechts",NA,"95"
"18054",3,"mean",13,0,0,53,53,53,NA,NA,0.431067199999234,73,0.11,0.15556349186104,1056,75,95,19,"mannelijk","rechts",NA,"95"
"18055",3,"mean",14,0,0,54,54,54,NA,NA,1.03930360000231,64,0.15556349186104,0.22,1120,74,95,19,"mannelijk","rechts",NA,"95"
"18056",3,"mean",15,0,0,55,55,55,NA,NA,0.575405399998999,62,0.11,0.245967477524977,1182,73,95,19,"mannelijk","rechts",NA,"95"
"18057",3,"mean",16,0,0,56,56,56,NA,NA,0.00522820001060609,69,0.15556349186104,0.245967477524977,1251,73,95,19,"mannelijk","rechts",NA,"95"
"18058",3,"mean",17,0,0,57,57,57,NA,NA,1.81264669999655,65,0.245967477524977,0.33,1316,73,95,19,"mannelijk","rechts",NA,"95"
"18059",3,"mean",18,0,0,58,58,58,NA,NA,0.573315500005265,65,0.11,0.33,1381,72,95,19,"mannelijk","rechts",NA,"95"
"18060",3,"mean",19,0,0,59,59,59,NA,NA,5.59727420000127,61,0.55,0.22,1442,72,95,19,"mannelijk","rechts",NA,"95"
"18061",4,"total",0,0,0,60,60,60,NA,NA,1.76926870000898,79,0.491934955049954,0.491934955049954,79,79,95,19,"mannelijk","rechts",NA,"95"
"18062",4,"total",1,0,0,61,61,61,NA,NA,0.756289400000242,80,0.11,0.11,159,79,95,19,"mannelijk","rechts",NA,"95"
"18063",4,"total",2,0,0,62,62,62,NA,NA,0.470551400008844,79,0.11,0.11,238,79,95,19,"mannelijk","rechts",NA,"95"
"18064",4,"total",3,0,0,63,63,63,NA,NA,0.405282899999293,80,0.11,0.22,318,79,95,19,"mannelijk","rechts",NA,"95"
"18065",4,"total",4,0,0,64,64,64,NA,NA,0.400238800008083,82,0.11,0.33,400,80,95,19,"mannelijk","rechts",NA,"95"
"18066",4,"total",5,0,0,65,65,65,NA,NA,0.353582499999902,84,0.11,0.11,484,80,95,19,"mannelijk","rechts",NA,"95"
"18067",4,"total",6,0,0,66,66,66,NA,NA,0.24503459999687,82,0.11,0.11,566,80,95,19,"mannelijk","rechts",NA,"95"
"18068",4,"total",7,0,0,67,67,67,NA,NA,0.328197199996794,86,0.11,0.15556349186104,652,81,95,19,"mannelijk","rechts",NA,"95"
"18069",4,"total",8,0,0,68,68,68,NA,NA,1.16192300000694,84,0.11,0.11,736,81,95,19,"mannelijk","rechts",NA,"95"
"18070",4,"total",9,0,0,69,69,69,NA,NA,0.590371099999174,78,0.11,0.22,814,81,95,19,"mannelijk","rechts",NA,"95"
"18071",4,"total",10,0,0,70,70,70,NA,NA,0.424348300002748,86,0.245967477524977,0.11,900,81,95,19,"mannelijk","rechts",NA,"95"
"18072",4,"total",11,0,0,71,71,71,NA,NA,0.257933200002299,83,0.11,0.11,983,81,95,19,"mannelijk","rechts",NA,"95"
"18073",4,"total",12,0,0,72,72,72,NA,NA,0.231162199997925,80,0.11,0.22,1063,81,95,19,"mannelijk","rechts",NA,"95"
"18074",4,"total",13,0,0,73,73,73,NA,NA,0.384984000003897,79,0.11,0.33,1142,81,95,19,"mannelijk","rechts",NA,"95"
"18075",4,"total",14,0,0,74,74,74,NA,NA,0.589568800001871,73,0.11,0.347850542618522,1215,81,95,19,"mannelijk","rechts",NA,"95"
"18076",4,"total",15,0,0,75,75,75,NA,NA,0.19886220000626,74,0.11,0.245967477524977,1289,80,95,19,"mannelijk","rechts",NA,"95"
"18077",4,"total",16,0,0,76,76,76,NA,NA,0.0260401999985334,78,0.11,0.15556349186104,1367,80,95,19,"mannelijk","rechts",NA,"95"
"18078",4,"total",17,0,0,77,77,77,NA,NA,0.072113400005037,83,0.11,0.11,1450,80,95,19,"mannelijk","rechts",NA,"95"
"18079",4,"total",18,0,0,78,78,78,NA,NA,0.385570800004643,76,0.33,0.22,1526,80,95,19,"mannelijk","rechts",NA,"95"
"18080",4,"total",19,0,0,79,79,79,NA,NA,0.957767700005206,73,0.11,0.15556349186104,1599,79,95,19,"mannelijk","rechts",NA,"95"
"18081",5,"mean",0,0,0,80,80,80,NA,NA,2.2734816000011,38,0.737902432574931,0.737902432574931,38,38,95,19,"mannelijk","rechts",NA,"95"
"18082",5,"mean",1,0,0,81,81,81,NA,NA,1.10694089999015,16,0.800812087820857,0.800812087820857,54,27,95,19,"mannelijk","rechts",NA,"95"
"18083",5,"mean",2,0,0,82,82,82,NA,NA,1.52202090001083,25,1.16931603940081,0.66,79,26,95,19,"mannelijk","rechts",NA,"95"
"18084",5,"mean",3,0,0,83,83,83,NA,NA,1.70390010000847,21,0.88,1.1,100,25,95,19,"mannelijk","rechts",NA,"95"
"18085",5,"mean",4,0,0,84,84,84,NA,NA,0.61908129999938,56,1.24450793488832,0.22,156,31,95,19,"mannelijk","rechts",NA,"95"
"18086",5,"mean",5,0,0,85,85,85,NA,NA,0.575023099998361,52,0.11,0.11,208,34,95,19,"mannelijk","rechts",NA,"95"
"18087",5,"mean",6,0,0,86,86,86,NA,NA,0.315452700000606,45,0.11,0.22,253,36,95,19,"mannelijk","rechts",NA,"95"
"18088",5,"mean",7,0,0,87,87,87,NA,NA,0.221520700011752,45,0.22,0.311126983722081,298,37,95,19,"mannelijk","rechts",NA,"95"
"18089",5,"mean",8,0,0,88,88,88,NA,NA,1.53316459999769,70,0.466690475583121,0.15556349186104,368,40,95,19,"mannelijk","rechts",NA,"95"
"18090",5,"mean",9,0,0,89,89,89,NA,NA,1.19002449999971,59,0.11,0.11,427,42,95,19,"mannelijk","rechts",NA,"95"
"18091",5,"mean",10,0,0,90,90,90,NA,NA,0.00228970000171103,63,0.15556349186104,0.11,490,44,95,19,"mannelijk","rechts",NA,"95"
"18092",5,"mean",11,0,0,91,91,91,NA,NA,0.00838120000844356,55,0.11,0.11,545,45,95,19,"mannelijk","rechts",NA,"95"
"18093",5,"mean",12,0,0,92,92,92,NA,NA,1.04289710000739,45,0.311126983722081,0.22,590,45,95,19,"mannelijk","rechts",NA,"95"
"18094",5,"mean",13,0,0,93,93,93,NA,NA,1.30331499999738,25,0.55,0.491934955049954,615,43,95,19,"mannelijk","rechts",NA,"95"
"18095",5,"mean",14,0,0,94,94,94,NA,NA,0.687939399998868,44,0.311126983722081,0.22,659,43,95,19,"mannelijk","rechts",NA,"95"
"18096",5,"mean",15,0,0,95,95,95,NA,NA,0.696633100000327,47,0.311126983722081,0.22,706,44,95,19,"mannelijk","rechts",NA,"95"
"18097",5,"mean",16,0,0,96,96,96,NA,NA,0.325849499989999,48,0.11,0.245967477524977,754,44,95,19,"mannelijk","rechts",NA,"95"
"18098",5,"mean",17,0,0,97,97,97,NA,NA,3.64547050000692,45,0.11,0.311126983722081,799,44,95,19,"mannelijk","rechts",NA,"95"
"18099",5,"mean",18,0,0,98,98,98,NA,NA,0.463316899986239,44,0.15556349186104,0.347850542618522,843,44,95,19,"mannelijk","rechts",NA,"95"
"18100",5,"mean",19,0,0,99,99,99,NA,NA,0.181351899998845,31,0.22,0.22,874,43,95,19,"mannelijk","rechts",NA,"95"
"18101",6,"total",0,0,0,100,100,100,NA,NA,1.309359699997,41,1.5556349186104,1.5556349186104,41,41,95,19,"mannelijk","rechts",NA,"95"
"18102",6,"total",1,0,0,101,101,101,NA,NA,1.31685180000204,16,1.1,1.1,57,28,95,19,"mannelijk","rechts",NA,"95"
"18103",6,"total",2,0,0,102,102,102,NA,NA,0.733659599995008,80,1.5556349186104,1.1,137,45,95,19,"mannelijk","rechts",NA,"95"
"18104",6,"total",3,0,0,103,103,103,NA,NA,0.870364199989126,86,0.155563491861041,0.155563491861041,223,55,95,19,"mannelijk","rechts",NA,"95"
"18105",6,"total",4,0,0,104,104,104,NA,NA,0.0224178999924334,83,0.11,0.11,306,61,95,19,"mannelijk","rechts",NA,"95"
"18106",6,"total",5,0,0,105,105,105,NA,NA,0.0154720999998972,82,0.155563491861041,0.11,388,64,95,19,"mannelijk","rechts",NA,"95"
"18107",6,"total",6,0,0,106,106,106,NA,NA,0.0173462999955518,83,0.11,0.15556349186104,471,67,95,19,"mannelijk","rechts",NA,"95"
"18108",6,"total",7,0,0,107,107,107,NA,NA,0.0569201000034809,86,0.11,0.11,557,69,95,19,"mannelijk","rechts",NA,"95"
"18109",6,"total",8,0,0,108,108,108,NA,NA,0.0520364999974845,87,0.11,0.15556349186104,644,71,95,19,"mannelijk","rechts",NA,"95"
"18110",6,"total",9,0,0,109,109,109,NA,NA,0.0269163000048138,87,0.11,0.11,731,73,95,19,"mannelijk","rechts",NA,"95"
"18111",6,"total",10,0,0,110,110,110,NA,NA,0.00993520001065917,85,0.11,0.11,816,74,95,19,"mannelijk","rechts",NA,"95"
"18112",6,"total",11,0,0,111,111,111,NA,NA,0.0728954000078375,84,0.11,0.15556349186104,900,75,95,19,"mannelijk","rechts",NA,"95"
"18113",6,"total",12,0,0,112,112,112,NA,NA,0.0624921999988146,85,0.11,0.11,985,75,95,19,"mannelijk","rechts",NA,"95"
"18114",6,"total",13,0,0,113,113,113,NA,NA,0.164325100005954,85,0.11,0.11,1070,76,95,19,"mannelijk","rechts",NA,"95"
"18115",6,"total",14,0,0,114,114,114,NA,NA,0.230462499996065,83,0.11,0.15556349186104,1153,76,95,19,"mannelijk","rechts",NA,"95"
"18116",6,"total",15,0,0,115,115,115,NA,NA,0.0141917000000831,84,0.11,0.11,1237,77,95,19,"mannelijk","rechts",NA,"95"
"18117",6,"total",16,0,0,116,116,116,NA,NA,0.311668299997109,82,0.22,0.245967477524977,1319,77,95,19,"mannelijk","rechts",NA,"95"
"18118",6,"total",17,0,0,117,117,117,NA,NA,0.360383800012642,84,0.11,0.15556349186104,1403,77,95,19,"mannelijk","rechts",NA,"95"
"18119",6,"total",18,0,0,118,118,118,NA,NA,0.477295999997295,77,0.15556349186104,0.311126983722081,1480,77,95,19,"mannelijk","rechts",NA,"95"
"18120",6,"total",19,0,0,119,119,119,NA,NA,0.771233399995253,78,0.11,0.245967477524977,1558,77,95,19,"mannelijk","rechts",NA,"95"
"18121",7,"mean",0,0,0,120,120,120,NA,NA,1.40722500000265,28,1.34272111773071,1.34272111773071,28,28,95,19,"mannelijk","rechts",NA,"95"
"18122",7,"mean",1,0,0,121,121,121,NA,NA,0.454036900002393,66,1.1,1.1,94,47,95,19,"mannelijk","rechts",NA,"95"
"18123",7,"mean",2,0,0,122,122,122,NA,NA,0.575329300001613,75,1.5556349186104,1.5556349186104,169,56,95,19,"mannelijk","rechts",NA,"95"
"18124",7,"mean",3,0,0,123,123,123,NA,NA,0.772801300001447,77,0.11,0.11,246,61,95,19,"mannelijk","rechts",NA,"95"
"18125",7,"mean",4,0,0,124,124,124,NA,NA,0.00224560000060592,79,0.11,0.11,325,65,95,19,"mannelijk","rechts",NA,"95"
"18126",7,"mean",5,0,0,125,125,125,NA,NA,0.255702199996449,78,0.11,0.11,403,67,95,19,"mannelijk","rechts",NA,"95"
"18127",7,"mean",6,0,0,126,126,126,NA,NA,0.0129441000026418,73,0.15556349186104,0.11,476,68,95,19,"mannelijk","rechts",NA,"95"
"18128",7,"mean",7,0,0,127,127,127,NA,NA,0.873294999997597,77,0.245967477524977,0.15556349186104,553,69,95,19,"mannelijk","rechts",NA,"95"
"18129",7,"mean",8,0,0,128,128,128,NA,NA,0.00192090000200551,79,0.11,0.11,632,70,95,19,"mannelijk","rechts",NA,"95"
"18130",7,"mean",9,0,0,129,129,129,NA,NA,0.69474170000467,72,0.245967477524977,0.15556349186104,704,70,95,19,"mannelijk","rechts",NA,"95"
"18131",7,"mean",10,0,0,130,130,130,NA,NA,0.0134804999979679,74,0.22,0.11,778,70,95,19,"mannelijk","rechts",NA,"95"
"18132",7,"mean",11,0,0,131,131,131,NA,NA,0.295033499991405,64,0.11,0.22,842,70,95,19,"mannelijk","rechts",NA,"95"
"18133",7,"mean",12,0,0,132,132,132,NA,NA,0.00391739999759011,62,0.11,0.22,904,69,95,19,"mannelijk","rechts",NA,"95"
"18134",7,"mean",13,0,0,133,133,133,NA,NA,0.496012600007816,78,0.311126983722081,0.11,982,70,95,19,"mannelijk","rechts",NA,"95"
"18135",7,"mean",14,0,0,134,134,134,NA,NA,0.0477507000032347,74,0.11,0.15556349186104,1056,70,95,19,"mannelijk","rechts",NA,"95"
"18136",7,"mean",15,0,0,135,135,135,NA,NA,0.0782827000075486,77,0.22,0.15556349186104,1133,70,95,19,"mannelijk","rechts",NA,"95"
"18137",7,"mean",16,0,0,136,136,136,NA,NA,0.0210290999966674,75,0.11,0.245967477524977,1208,71,95,19,"mannelijk","rechts",NA,"95"
"18138",7,"mean",17,0,0,137,137,137,NA,NA,0.125877700003912,75,0.11,0.22,1283,71,95,19,"mannelijk","rechts",NA,"95"
"18139",7,"mean",18,0,0,138,138,138,NA,NA,0.855987499991897,72,0.11,0.245967477524977,1355,71,95,19,"mannelijk","rechts",NA,"95"
"18140",7,"mean",19,0,0,139,139,139,NA,NA,1.33079670000006,60,0.453541618817943,0.22,1415,70,95,19,"mannelijk","rechts",NA,"95"
"18141",8,"total",0,0,0,140,140,140,NA,NA,1.00208060001023,88,0.11,0.11,88,88,95,19,"mannelijk","rechts",NA,"95"
"18142",8,"total",1,0,0,141,141,141,NA,NA,0.342223600004218,89,0.11,0.11,177,88,95,19,"mannelijk","rechts",NA,"95"
"18143",8,"total",2,0,0,142,142,142,NA,NA,0.169184600003064,87,0.22,0.22,264,88,95,19,"mannelijk","rechts",NA,"95"
"18144",8,"total",3,0,0,143,143,143,NA,NA,0.203061399995931,87,0.11,0.33,351,87,95,19,"mannelijk","rechts",NA,"95"
"18145",8,"total",4,0,0,144,144,144,NA,NA,0.255035700000008,90,0.44,0.11,441,88,95,19,"mannelijk","rechts",NA,"95"
"18146",8,"total",5,0,0,145,145,145,NA,NA,0.0529735999880359,88,0.11,0.11,529,88,95,19,"mannelijk","rechts",NA,"95"
"18147",8,"total",6,0,0,146,146,146,NA,NA,0.352470099998754,86,0.155563491861041,0.11,615,87,95,19,"mannelijk","rechts",NA,"95"
"18148",8,"total",7,0,0,147,147,147,NA,NA,0.0127384999941569,86,0.11,0.155563491861041,701,87,95,19,"mannelijk","rechts",NA,"95"
"18149",8,"total",8,0,0,148,148,148,NA,NA,0.370640000008279,84,0.15556349186104,0.22,785,87,95,19,"mannelijk","rechts",NA,"95"
"18150",8,"total",9,0,0,149,149,149,NA,NA,0.00777919999381993,80,0.11,0.22,865,86,95,19,"mannelijk","rechts",NA,"95"
"18151",8,"total",10,0,0,150,150,150,NA,NA,0.00852740000118501,86,0.11,0.11,951,86,95,19,"mannelijk","rechts",NA,"95"
"18152",8,"total",11,0,0,151,151,151,NA,NA,0.0326888999989023,75,0.15556349186104,0.245967477524977,1026,85,95,19,"mannelijk","rechts",NA,"95"
"18153",8,"total",12,0,0,152,152,152,NA,NA,0.145430200005649,70,0.11,0.311126983722081,1096,84,95,19,"mannelijk","rechts",NA,"95"
"18154",8,"total",13,0,0,153,153,153,NA,NA,0.00949319999199361,80,0.11,0.245967477524977,1176,84,95,19,"mannelijk","rechts",NA,"95"
"18155",8,"total",14,0,0,154,154,154,NA,NA,0.199318999992101,78,0.11,0.347850542618522,1254,83,95,19,"mannelijk","rechts",NA,"95"
"18156",8,"total",15,0,0,155,155,155,NA,NA,0.116433300005156,86,0.15556349186104,0.44,1340,83,95,19,"mannelijk","rechts",NA,"95"
"18157",8,"total",16,0,0,156,156,156,NA,NA,0.768093799997587,82,0.695701085237044,0.245967477524977,1422,83,95,19,"mannelijk","rechts",NA,"95"
"18158",8,"total",17,0,0,157,157,157,NA,NA,0.213992400007555,78,0.15556349186104,0.245967477524977,1500,83,95,19,"mannelijk","rechts",NA,"95"
"18159",8,"total",18,0,0,158,158,158,NA,NA,0.0683294999907957,78,0.11,0.22,1578,83,95,19,"mannelijk","rechts",NA,"95"
"18160",8,"total",19,0,0,159,159,159,NA,NA,0.431440800006385,66,0.11,0.33,1644,82,95,19,"mannelijk","rechts",NA,"95"
"18161",9,"mean",0,0,0,160,160,160,NA,NA,1.53118180000456,5,1.40868733223523,1.40868733223523,5,5,95,19,"mannelijk","rechts",NA,"95"
"18162",9,"mean",1,0,0,161,161,161,NA,NA,0.475228799987235,70,1.1,1.12178429299041,75,37,95,19,"mannelijk","rechts",NA,"95"
"18163",9,"mean",2,0,0,162,162,162,NA,NA,0.725555800003349,15,1.1,1.1,90,30,95,19,"mannelijk","rechts",NA,"95"
"18164",9,"mean",3,0,0,163,163,163,NA,NA,0.954954400003771,53,1.1,1.5556349186104,143,35,95,19,"mannelijk","rechts",NA,"95"
"18165",9,"mean",4,0,0,164,164,164,NA,NA,1.3368169000023,72,1.47989864517811,0.11,215,43,95,19,"mannelijk","rechts",NA,"95"
"18166",9,"mean",5,0,0,165,165,165,NA,NA,0.278031999987434,72,0.15556349186104,0.15556349186104,287,47,95,19,"mannelijk","rechts",NA,"95"
"18167",9,"mean",6,0,0,166,166,166,NA,NA,0.37561740000092,73,0.15556349186104,0.22,360,51,95,19,"mannelijk","rechts",NA,"95"
"18168",9,"mean",7,0,0,167,167,167,NA,NA,0.893275199996424,72,0.11,0.11,432,54,95,19,"mannelijk","rechts",NA,"95"
"18169",9,"mean",8,0,0,168,168,168,NA,NA,0.00133070000447333,73,0.15556349186104,0.11,505,56,95,19,"mannelijk","rechts",NA,"95"
"18170",9,"mean",9,0,0,169,169,169,NA,NA,0.0972367999929702,71,0.11,0.11,576,57,95,19,"mannelijk","rechts",NA,"95"
"18171",9,"mean",10,0,0,170,170,170,NA,NA,0.104329299996607,71,0.11,0.15556349186104,647,58,95,19,"mannelijk","rechts",NA,"95"
"18172",9,"mean",11,0,0,171,171,171,NA,NA,0.146021400010795,71,0.22,0.11,718,59,95,19,"mannelijk","rechts",NA,"95"
"18173",9,"mean",12,0,0,172,172,172,NA,NA,0.486616700000013,70,0.15556349186104,0.11,788,60,95,19,"mannelijk","rechts",NA,"95"
"18174",9,"mean",13,0,0,173,173,173,NA,NA,0.000512300000991672,70,0.11,0.15556349186104,858,61,95,19,"mannelijk","rechts",NA,"95"
"18175",9,"mean",14,0,0,174,174,174,NA,NA,0.158227699997951,68,0.22,0.15556349186104,926,61,95,19,"mannelijk","rechts",NA,"95"
"18176",9,"mean",15,0,0,175,175,175,NA,NA,0.227460900001461,66,0.347850542618522,0.245967477524977,992,62,95,19,"mannelijk","rechts",NA,"95"
"18177",9,"mean",16,0,0,176,176,176,NA,NA,1.7853552000015,66,0.22,0.22,1058,62,95,19,"mannelijk","rechts",NA,"95"
"18178",9,"mean",17,0,0,177,177,177,NA,NA,0.0452084999997169,67,0.11,0.22,1125,62,95,19,"mannelijk","rechts",NA,"95"
"18179",9,"mean",18,0,0,178,178,178,NA,NA,0.646987999993144,63,0.22,0.245967477524977,1188,62,95,19,"mannelijk","rechts",NA,"95"
"18180",9,"mean",19,0,0,179,179,179,NA,NA,0.637225600003148,64,0.347850542618522,0.245967477524977,1252,62,95,19,"mannelijk","rechts",NA,"95"
"18181",1,"total",0,1,0,0,0,0,NA,NA,1.16861069999868,69,0.11,0.11,69,69,96,18,"vrouwelijk","rechts",NA,"96"
"18182",1,"total",1,1,0,1,1,1,NA,NA,1.16247460001614,59,0.11,0.15556349186104,128,64,96,18,"vrouwelijk","rechts",NA,"96"
"18183",1,"total",2,1,0,2,2,2,NA,NA,1.24303280000458,65,0.15556349186104,0.22,193,64,96,18,"vrouwelijk","rechts",NA,"96"
"18184",1,"total",3,1,0,3,3,3,NA,NA,1.79679979998036,56,0.11,0.245967477524977,249,62,96,18,"vrouwelijk","rechts",NA,"96"
"18185",1,"total",4,1,0,4,4,4,NA,NA,0.874945300020045,59,0.155563491861041,0.33,308,61,96,18,"vrouwelijk","rechts",NA,"96"
"18186",1,"total",5,1,0,5,5,5,NA,NA,0.992465999996057,61,0.347850542618522,0.11,369,61,96,18,"vrouwelijk","rechts",NA,"96"
"18187",1,"total",6,1,0,6,6,6,NA,NA,2.00794260000112,52,0.11,0.22,421,60,96,18,"vrouwelijk","rechts",NA,"96"
"18188",1,"total",7,1,0,7,7,7,NA,NA,1.94976099999622,53,0.347850542618522,0.347850542618522,474,59,96,18,"vrouwelijk","rechts",NA,"96"
"18189",1,"total",8,1,0,8,8,8,NA,NA,0.961935300001642,51,0.245967477524977,0.245967477524977,525,58,96,18,"vrouwelijk","rechts",NA,"96"
"18190",1,"total",9,1,0,9,9,9,NA,NA,1.07392870000331,50,0.11,0.245967477524977,575,57,96,18,"vrouwelijk","rechts",NA,"96"
"18191",1,"total",10,1,0,10,10,10,NA,NA,0.862728000007337,48,0.11,0.311126983722081,623,56,96,18,"vrouwelijk","rechts",NA,"96"
"18192",1,"total",11,1,0,11,11,11,NA,NA,0.840770899987547,53,0.245967477524977,0.33,676,56,96,18,"vrouwelijk","rechts",NA,"96"
"18193",1,"total",12,1,0,12,12,12,NA,NA,1.04396139999153,48,0.11,0.347850542618522,724,55,96,18,"vrouwelijk","rechts",NA,"96"
"18194",1,"total",13,1,0,13,13,13,NA,NA,0.905268000002252,46,0.491934955049954,0.33,770,55,96,18,"vrouwelijk","rechts",NA,"96"
"18195",1,"total",14,1,0,14,14,14,NA,NA,0.829117999994196,46,0.11,0.33,816,54,96,18,"vrouwelijk","rechts",NA,"96"
"18196",1,"total",15,1,0,15,15,15,NA,NA,0.768069700017804,46,0.55,0.44,862,53,96,18,"vrouwelijk","rechts",NA,"96"
"18197",1,"total",16,1,0,16,16,16,NA,NA,0.657396800001152,41,0.11,0.453541618817943,903,53,96,18,"vrouwelijk","rechts",NA,"96"
"18198",1,"total",17,1,0,17,17,17,NA,NA,0.577492499985965,45,0.15556349186104,0.396610640301039,948,52,96,18,"vrouwelijk","rechts",NA,"96"
"18199",1,"total",18,1,0,18,18,18,NA,NA,0.418674699991243,46,0.15556349186104,0.396610640301039,994,52,96,18,"vrouwelijk","rechts",NA,"96"
"18200",1,"total",19,1,0,19,19,19,NA,NA,0.526342900004238,46,0.11,0.33,1040,52,96,18,"vrouwelijk","rechts",NA,"96"
"18201",2,"mean",0,0,0,20,20,20,NA,NA,1.21624050001265,28,0.11,0.11,28,28,96,18,"vrouwelijk","rechts",NA,"96"
"18202",2,"mean",1,0,0,21,21,21,NA,NA,1.05940269998973,33,0.11,0,61,30,96,18,"vrouwelijk","rechts",NA,"96"
"18203",2,"mean",2,0,0,22,22,22,NA,NA,1.71926529999473,45,0.22,0,106,35,96,18,"vrouwelijk","rechts",NA,"96"
"18204",2,"mean",3,0,0,23,23,23,NA,NA,1.01654740000959,44,0.245967477524977,0.245967477524977,150,37,96,18,"vrouwelijk","rechts",NA,"96"
"18205",2,"mean",4,0,0,24,24,24,NA,NA,1.39455379999708,52,0.44,0,202,40,96,18,"vrouwelijk","rechts",NA,"96"
"18206",2,"mean",5,0,0,25,25,25,NA,NA,0.78751269998611,51,0.11,0.11,253,42,96,18,"vrouwelijk","rechts",NA,"96"
"18207",2,"mean",6,0,0,26,26,26,NA,NA,1.03754010002012,53,0.15556349186104,0,306,43,96,18,"vrouwelijk","rechts",NA,"96"
"18208",2,"mean",7,0,0,27,27,27,NA,NA,1.60588419999112,51,0.22,0.22,357,44,96,18,"vrouwelijk","rechts",NA,"96"
"18209",2,"mean",8,0,0,28,28,28,NA,NA,1.03509790002136,54,0.15556349186104,0,411,45,96,18,"vrouwelijk","rechts",NA,"96"
"18210",2,"mean",9,0,0,29,29,29,NA,NA,1.98966980000841,49,0.245967477524977,0.245967477524977,460,46,96,18,"vrouwelijk","rechts",NA,"96"
"18211",2,"mean",10,0,0,30,30,30,NA,NA,0.765674499998568,52,0.15556349186104,0.11,512,46,96,18,"vrouwelijk","rechts",NA,"96"
"18212",2,"mean",11,0,0,31,31,31,NA,NA,0.613497600017581,48,0.15556349186104,0.245967477524977,560,46,96,18,"vrouwelijk","rechts",NA,"96"
"18213",2,"mean",12,0,0,32,32,32,NA,NA,1.22886899998412,60,0.491934955049954,0,620,47,96,18,"vrouwelijk","rechts",NA,"96"
"18214",2,"mean",13,0,0,33,33,33,NA,NA,1.05611599999247,73,0.22,0,693,49,96,18,"vrouwelijk","rechts",NA,"96"
"18215",2,"mean",14,0,0,34,34,34,NA,NA,0.815329599980032,80,0.11,0,773,51,96,18,"vrouwelijk","rechts",NA,"96"
"18216",2,"mean",15,0,0,35,35,35,NA,NA,0.682423899997957,82,0.11,0,855,53,96,18,"vrouwelijk","rechts",NA,"96"
"18217",2,"mean",16,0,0,36,36,36,NA,NA,0.518840600008843,83,0.15556349186104,0,938,55,96,18,"vrouwelijk","rechts",NA,"96"
"18218",2,"mean",17,0,0,37,37,37,NA,NA,0.545931800006656,84,0.11,0,1022,56,96,18,"vrouwelijk","rechts",NA,"96"
"18219",2,"mean",18,0,0,38,38,38,NA,NA,0.377765900018858,88,0.11,0,1110,58,96,18,"vrouwelijk","rechts",NA,"96"
"18220",2,"mean",19,0,0,39,39,39,NA,NA,0.41311239998322,87,0.11,0,1197,59,96,18,"vrouwelijk","rechts",NA,"96"
